scene,track_id,annotation_points,start_s,end_s,duration_s,components,rendered_edges,linked_path_length_m
seq_eth,94,30,268.333333,279.933333,11.600000,1,29,14.676543
seq_eth,95,24,268.733333,277.933333,9.200000,1,23,16.367500
seq_eth,96,17,273.933333,280.333333,6.400000,1,16,10.517079
seq_eth,97,15,274.733333,280.333333,5.600000,1,14,7.088802
seq_eth,98,9,277.133333,280.333333,3.200000,1,8,3.593559
seq_eth,99,9,277.133333,280.333333,3.200000,1,8,3.864849
seq_eth,100,6,278.333333,280.333333,2.000000,1,5,2.493115
seq_eth,101,4,279.133333,280.333333,1.200000,1,3,1.848681
seq_eth,103,13,288.733333,293.533333,4.800000,1,12,6.421506
seq_eth,104,13,288.733333,293.533333,4.800000,1,12,6.829041
seq_eth,105,13,288.733333,293.533333,4.800000,1,12,7.209657
seq_eth,106,13,288.733333,293.533333,4.800000,1,12,6.652605
seq_eth,107,13,288.733333,293.533333,4.800000,1,12,6.832528
seq_eth,108,11,288.733333,292.733333,4.000000,1,10,5.806308
seq_eth,109,30,288.733333,300.333333,11.600000,1,29,15.691178
seq_eth,110,30,288.733333,300.333333,11.600000,1,29,15.706273
seq_eth,111,27,291.533333,301.933333,10.400000,1,26,14.556982
seq_eth,112,20,295.933333,303.533333,7.600000,1,19,13.791825
seq_eth,113,30,307.933333,319.533333,11.600000,1,29,14.154215
seq_eth,114,29,308.333333,319.533333,11.200000,1,28,14.882933
seq_eth,115,2,309.933333,310.333333,0.400000,1,1,0.000000
seq_eth,116,19,310.733333,317.933333,7.200000,1,18,13.586991
seq_eth,117,28,312.333333,323.133333,10.800000,1,27,17.113052
seq_eth,118,24,313.933333,323.133333,9.200000,1,23,14.596853
seq_eth,119,14,317.933333,323.133333,5.200000,1,13,7.446781
seq_eth,120,3,322.333333,323.133333,0.800000,1,2,1.103647
seq_eth,121,24,363.133333,372.333333,9.200000,1,23,12.901327
seq_eth,122,24,363.133333,372.333333,9.200000,1,23,12.498613
seq_eth,123,29,370.333333,381.533333,11.200000,1,28,15.821450
seq_eth,124,19,370.733333,377.933333,7.200000,1,18,12.660420
seq_eth,125,25,374.333333,383.933333,9.600000,1,24,15.349408
seq_eth,126,32,375.933333,388.333333,12.400000,1,31,16.689793
seq_eth,127,32,375.933333,388.333333,12.400000,1,31,17.291926
seq_eth,128,22,379.933333,388.333333,8.400000,1,21,14.643926
seq_eth,129,4,387.133333,388.333333,1.200000,1,3,0.736603
seq_eth,130,27,401.133333,411.533333,10.400000,1,26,15.607575
seq_eth,131,27,401.133333,411.533333,10.400000,1,26,16.632406
seq_eth,132,25,401.933333,411.533333,9.600000,1,24,16.627037
seq_eth,133,23,402.733333,411.533333,8.800000,1,22,16.101335
seq_eth,134,23,403.533333,412.333333,8.800000,1,22,15.789678
seq_eth,135,29,403.533333,414.733333,11.200000,1,28,16.856883
seq_eth,136,27,403.933333,414.333333,10.400000,1,26,16.958775
seq_eth,137,29,405.933333,417.133333,11.200000,1,28,16.929035
seq_eth,138,26,407.133333,417.133333,10.000000,1,25,15.035680
seq_eth,139,26,407.133333,417.133333,10.000000,1,25,16.370129
seq_eth,140,29,409.533333,420.733333,11.200000,1,28,18.509869
seq_eth,141,24,412.733333,421.933333,9.200000,1,23,17.477817
seq_eth,142,32,413.133333,425.533333,12.400000,1,31,18.312115
seq_eth,143,32,413.133333,425.533333,12.400000,1,31,17.738607
seq_eth,144,18,421.533333,428.333333,6.800000,1,17,13.352886
seq_eth,145,22,434.733333,443.133333,8.400000,1,21,14.217354
seq_eth,146,22,434.733333,443.133333,8.400000,1,21,14.116868
seq_eth,147,24,435.533333,444.733333,9.200000,1,23,15.359927
seq_eth,148,25,439.133333,448.733333,9.600000,1,24,15.923762
seq_eth,149,23,439.533333,448.333333,8.800000,1,22,14.356195
seq_eth,150,22,439.933333,448.333333,8.400000,1,21,14.621462
seq_eth,151,19,441.133333,448.333333,7.200000,1,18,11.551785
seq_eth,152,24,442.733333,451.933333,9.200000,1,23,16.919457
seq_eth,153,24,445.133333,454.333333,9.200000,1,23,16.221899
seq_eth,154,24,445.133333,454.333333,9.200000,1,23,16.104180
seq_eth,155,24,445.133333,454.333333,9.200000,1,23,16.876906
seq_eth,156,22,453.133333,461.533333,8.400000,1,21,15.165734
seq_eth,157,21,456.333333,464.333333,8.000000,1,20,13.105391
seq_eth,159,23,464.733333,473.533333,8.800000,1,22,13.820053
seq_eth,160,28,465.933333,476.733333,10.800000,1,27,16.966794
seq_eth,161,25,466.733333,476.333333,9.600000,1,24,16.517294
seq_eth,162,26,466.733333,476.733333,10.000000,1,25,17.737085
seq_eth,163,25,468.333333,477.933333,9.600000,1,24,16.836855
seq_eth,164,23,469.133333,477.933333,8.800000,1,22,16.669368
seq_eth,166,21,471.933333,479.933333,8.000000,1,20,15.299713
seq_eth,167,19,472.733333,479.933333,7.200000,1,18,10.930959
seq_eth,168,14,487.400000,492.600000,5.200000,1,13,8.650625
seq_eth,169,22,489.000000,497.400000,8.400000,1,21,16.644756
seq_eth,170,28,489.000000,499.800000,10.800000,1,27,16.982085
seq_eth,171,190,489.000000,564.600000,75.600000,1,189,29.350410
seq_eth,172,25,491.400000,501.000000,9.600000,1,24,16.147839
seq_eth,173,23,496.600000,505.400000,8.800000,1,22,15.849285
seq_eth,174,31,500.600000,512.600000,12.000000,1,30,18.619680
seq_eth,175,27,500.600000,511.000000,10.400000,1,26,16.548893
seq_eth,176,20,506.200000,513.800000,7.600000,1,19,15.682732
seq_eth,177,22,506.200000,514.600000,8.400000,1,21,13.795509
seq_eth,178,24,506.200000,515.400000,9.200000,1,23,14.633927
seq_eth,179,25,506.200000,515.800000,9.600000,1,24,14.632299
seq_eth,180,27,507.800000,518.200000,10.400000,1,26,14.639509
seq_eth,181,26,507.800000,517.800000,10.000000,1,25,14.780187
seq_eth,182,22,507.800000,516.200000,8.400000,1,21,15.040887
seq_eth,183,24,507.800000,517.000000,9.200000,1,23,15.987791
seq_eth,184,23,507.800000,516.600000,8.800000,1,22,15.535979
seq_eth,185,25,511.800000,521.400000,9.600000,1,24,15.791048
seq_eth,186,28,511.800000,522.600000,10.800000,1,27,16.170039
seq_eth,187,28,511.800000,522.600000,10.800000,1,27,15.357034
seq_eth,188,28,511.800000,522.600000,10.800000,1,27,15.569710
seq_eth,189,16,513.000000,519.000000,6.000000,1,15,18.902288
seq_eth,190,22,514.200000,522.600000,8.400000,1,21,13.121356
seq_eth,191,20,515.000000,522.600000,7.600000,1,19,13.320720
seq_eth,192,18,528.600000,535.400000,6.800000,1,17,10.449411
seq_eth,193,18,528.600000,535.400000,6.800000,1,17,10.065817
seq_eth,194,21,538.600000,546.600000,8.000000,1,20,12.223831
seq_eth,195,36,540.600000,554.600000,14.000000,1,35,19.221619
seq_eth,196,36,541.400000,555.400000,14.000000,1,35,18.323578
seq_eth,197,35,541.800000,555.400000,13.600000,1,34,18.782246
seq_eth,198,29,543.400000,554.600000,11.200000,1,28,16.186138
seq_eth,199,20,543.800000,551.400000,7.600000,1,19,13.812697
seq_eth,200,31,544.200000,556.200000,12.000000,1,30,16.489649
seq_eth,201,28,545.000000,555.800000,10.800000,1,27,18.970820
seq_eth,202,29,545.800000,557.000000,11.200000,1,28,16.148813
seq_eth,203,28,546.200000,557.000000,10.800000,1,27,15.491545
seq_eth,204,25,547.000000,556.600000,9.600000,1,24,16.835884
seq_eth,205,23,547.400000,556.200000,8.800000,1,22,15.132718
seq_eth,206,22,549.000000,557.400000,8.400000,1,21,15.200542
seq_eth,207,25,551.400000,561.000000,9.600000,1,24,15.912250
seq_eth,208,25,553.400000,563.000000,9.600000,1,24,16.994864
seq_eth,209,26,553.800000,563.800000,10.000000,1,25,18.900120
seq_eth,210,28,555.000000,565.800000,10.800000,1,27,16.582366
seq_eth,211,28,555.000000,565.800000,10.800000,1,27,17.193257
seq_eth,212,28,561.000000,571.800000,10.800000,1,27,17.312768
seq_eth,213,25,562.200000,571.800000,9.600000,1,24,16.524203
seq_eth,214,25,562.200000,571.800000,9.600000,1,24,17.205498
seq_eth,215,23,568.200000,577.000000,8.800000,1,22,14.001088
seq_eth,216,101,568.200000,608.200000,40.000000,1,100,13.189224
seq_eth,217,27,568.200000,578.600000,10.400000,1,26,18.652798
seq_eth,218,27,568.200000,578.600000,10.400000,1,26,18.975448
seq_eth,219,24,574.600000,583.800000,9.200000,1,23,15.860592
seq_eth,220,23,574.600000,583.400000,8.800000,1,22,16.647173
seq_eth,221,26,575.800000,585.800000,10.000000,1,25,17.076718
seq_eth,222,25,581.000000,590.600000,9.600000,1,24,18.870363
seq_eth,223,22,583.000000,591.400000,8.400000,1,21,14.133153
seq_eth,224,22,583.000000,591.400000,8.400000,1,21,13.694802
seq_eth,226,22,589.000000,597.400000,8.400000,1,21,14.629888
seq_eth,227,18,589.800000,596.600000,6.800000,1,17,12.928851
seq_eth,228,18,589.800000,596.600000,6.800000,1,17,12.967653
seq_eth,229,18,593.000000,599.800000,6.800000,1,17,12.056978
seq_eth,230,51,593.000000,613.000000,20.000000,1,50,18.633886
seq_eth,231,51,593.000000,613.000000,20.000000,1,50,17.893635
seq_eth,232,28,597.800000,608.600000,10.800000,1,27,17.883863
seq_eth,233,19,600.200000,607.400000,7.200000,1,18,13.029315
seq_eth,234,14,603.000000,608.200000,5.200000,1,13,3.137989
seq_eth,235,14,603.000000,608.200000,5.200000,1,13,4.261501
seq_eth,236,26,605.800000,615.800000,10.000000,1,25,13.724605
seq_eth,237,31,609.000000,621.000000,12.000000,1,30,15.438560
seq_eth,238,95,609.000000,646.600000,37.600000,1,94,19.412400
seq_eth,239,33,609.000000,621.800000,12.800000,1,32,15.599885
seq_eth,240,30,609.000000,620.600000,11.600000,1,29,15.327342
seq_eth,241,21,609.000000,617.000000,8.000000,1,20,15.747194
seq_eth,242,21,609.000000,617.000000,8.000000,1,20,15.214395
seq_eth,243,25,609.800000,619.400000,9.600000,1,24,16.256661
seq_eth,244,24,612.600000,621.800000,9.200000,1,23,15.991548
seq_eth,245,17,621.400000,627.800000,6.400000,1,16,9.070759
seq_eth,246,17,621.400000,627.800000,6.400000,1,16,9.350259
seq_eth,247,30,621.400000,633.000000,11.600000,1,29,11.724328
seq_eth,248,28,621.400000,632.200000,10.800000,1,27,11.652294
seq_eth,249,22,621.400000,629.800000,8.400000,1,21,10.768876
seq_eth,250,32,627.800000,640.200000,12.400000,1,31,17.020916
seq_eth,251,19,627.800000,635.000000,7.200000,1,18,10.804110
seq_eth,252,27,627.800000,638.200000,10.400000,1,26,11.692671
seq_eth,253,22,627.800000,636.200000,8.400000,1,21,11.436619
seq_eth,254,27,629.000000,639.400000,10.400000,1,26,13.716322
seq_eth,255,28,629.400000,640.200000,10.800000,1,27,15.758992
seq_eth,256,28,629.400000,640.200000,10.800000,1,27,14.953956
seq_eth,257,38,631.000000,645.800000,14.800000,1,37,20.877681
seq_eth,258,32,631.400000,643.800000,12.400000,1,31,15.722219
seq_eth,259,35,631.400000,645.000000,13.600000,1,34,15.868703
seq_eth,260,36,631.800000,645.800000,14.000000,1,35,20.541036
seq_eth,261,33,633.000000,645.800000,12.800000,1,32,19.264750
seq_eth,262,30,634.200000,645.800000,11.600000,1,29,19.414788
seq_eth,263,39,634.600000,649.800000,15.200000,1,38,16.258455
seq_eth,264,39,634.600000,649.800000,15.200000,1,38,16.175222
seq_eth,265,35,634.600000,648.200000,13.600000,1,34,16.050776
seq_eth,266,30,634.600000,646.200000,11.600000,1,29,15.770907
seq_eth,267,39,634.600000,649.800000,15.200000,1,38,15.535994
seq_eth,268,35,634.600000,648.200000,13.600000,1,34,15.765872
seq_eth,269,24,634.600000,643.800000,9.200000,1,23,13.066778
seq_eth,270,26,634.600000,644.600000,10.000000,1,25,14.672897
seq_eth,272,21,634.600000,642.600000,8.000000,1,20,16.251794
seq_eth,273,26,636.200000,646.200000,10.000000,1,25,14.712257
seq_eth,274,12,636.600000,641.000000,4.400000,1,11,0.000000
seq_eth,275,31,637.800000,649.800000,12.000000,1,30,10.943953
seq_eth,276,29,638.600000,649.800000,11.200000,1,28,16.100754
seq_eth,277,9,638.600000,641.800000,3.200000,1,8,0.000000
seq_eth,278,28,639.000000,649.800000,10.800000,1,27,10.798537
seq_eth,279,26,639.800000,649.800000,10.000000,1,25,10.254337
seq_eth,280,25,640.200000,649.800000,9.600000,1,24,14.770912
seq_eth,281,23,641.000000,649.800000,8.800000,1,22,12.133290
seq_eth,282,2,642.200000,642.600000,0.400000,1,1,0.000000
seq_eth,283,19,642.600000,649.800000,7.200000,1,18,9.166379
seq_eth,284,9,643.000000,646.200000,3.200000,1,8,0.036050
seq_eth,285,16,643.800000,649.800000,6.000000,1,15,9.478103
seq_eth,286,14,643.800000,649.000000,5.200000,1,13,2.334499
seq_eth,287,15,644.200000,649.800000,5.600000,1,14,6.995800
seq_eth,288,3,645.000000,645.800000,0.800000,1,2,0.000000
seq_eth,289,12,645.400000,649.800000,4.400000,1,11,5.672416
seq_eth,290,4,646.600000,647.800000,1.200000,1,3,0.037513
seq_eth,291,8,647.000000,649.800000,2.800000,1,7,0.616370
seq_eth,292,2,649.400000,649.800000,0.400000,1,1,0.556670
seq_eth,293,10,659.000000,662.600000,3.600000,1,9,6.207141
seq_eth,294,23,659.000000,667.800000,8.800000,1,22,13.181422
seq_eth,295,16,659.000000,665.000000,6.000000,1,15,0.000000
seq_eth,296,16,659.000000,665.000000,6.000000,1,15,0.673663
seq_eth,297,16,659.000000,665.000000,6.000000,1,15,0.000000
seq_eth,298,16,659.000000,665.000000,6.000000,1,15,0.047903
seq_eth,299,13,659.000000,663.800000,4.800000,1,12,5.351968
seq_eth,300,17,659.000000,665.400000,6.400000,1,16,9.339941
seq_eth,301,17,659.000000,665.400000,6.400000,1,16,8.969961
seq_eth,302,20,659.000000,666.600000,7.600000,1,19,10.773539
seq_eth,303,33,660.600000,673.400000,12.800000,1,32,14.960450
seq_eth,304,31,661.400000,673.400000,12.000000,1,30,14.799912
seq_eth,305,22,662.600000,671.000000,8.400000,1,21,15.376314
seq_eth,306,15,666.200000,671.800000,5.600000,1,14,11.019759
seq_eth,307,24,666.600000,675.800000,9.200000,1,23,12.485664
seq_eth,308,25,666.600000,676.200000,9.600000,1,24,12.905778
seq_eth,309,25,666.600000,676.200000,9.600000,1,24,12.529300
seq_eth,310,23,666.600000,675.400000,8.800000,1,22,12.170382
seq_eth,311,24,668.600000,677.800000,9.200000,1,23,12.580080
seq_eth,312,24,668.600000,677.800000,9.200000,1,23,13.241750
seq_eth,313,27,668.600000,679.000000,10.400000,1,26,13.853270
seq_eth,314,27,668.600000,679.000000,10.400000,1,26,13.773557
seq_eth,315,25,670.600000,680.200000,9.600000,1,24,15.897864
seq_eth,316,37,671.400000,685.800000,14.400000,1,36,14.658569
seq_eth,317,9,677.800000,681.000000,3.200000,1,8,2.280819
seq_eth,318,7,695.000000,697.400000,2.400000,1,6,8.400436
seq_eth,319,31,695.000000,707.000000,12.000000,1,30,14.500594
seq_eth,320,35,695.000000,708.600000,13.600000,1,34,14.923967
seq_eth,321,30,697.000000,708.600000,11.600000,1,29,14.418121
seq_eth,322,30,697.000000,708.600000,11.600000,1,29,15.392893
seq_eth,323,30,697.000000,708.600000,11.600000,1,29,15.028552
seq_eth,324,29,697.400000,708.600000,11.200000,1,28,15.847396
seq_eth,325,30,700.200000,711.800000,11.600000,1,29,15.651807
seq_eth,326,29,700.200000,711.400000,11.200000,1,28,15.044438
seq_eth,327,32,700.200000,712.600000,12.400000,1,31,16.442441
seq_eth,328,35,700.200000,713.800000,13.600000,1,34,18.085713
seq_eth,329,33,700.200000,713.000000,12.800000,1,32,17.189828
seq_eth,330,23,700.600000,709.400000,8.800000,1,22,17.212550
seq_eth,331,33,701.800000,714.600000,12.800000,1,32,19.246982
seq_eth,332,22,706.200000,714.600000,8.400000,1,21,14.249451
seq_eth,333,20,707.000000,714.600000,7.600000,1,19,13.644064
seq_eth,334,28,707.400000,718.200000,10.800000,1,27,14.447702
seq_eth,335,28,707.400000,718.200000,10.800000,1,27,16.779818
seq_eth,336,28,707.400000,718.200000,10.800000,1,27,15.302996
seq_eth,337,28,707.400000,718.200000,10.800000,1,27,15.944250
seq_eth,338,28,707.400000,718.200000,10.800000,1,27,16.164546
seq_eth,339,3,707.400000,708.200000,0.800000,1,2,1.066515
seq_eth,340,23,722.200000,731.000000,8.800000,1,22,16.165146
seq_eth,341,23,722.200000,731.000000,8.800000,1,22,14.415166
seq_eth,342,35,737.000000,750.600000,13.600000,1,34,17.930982
seq_eth,343,22,738.600000,747.000000,8.400000,1,21,14.050313
seq_eth,344,23,738.600000,747.400000,8.800000,1,22,14.803829
seq_eth,345,31,738.600000,750.600000,12.000000,1,30,18.001048
seq_eth,346,27,739.400000,749.800000,10.400000,1,26,17.070942
seq_eth,347,27,739.400000,749.800000,10.400000,1,26,16.969045
seq_eth,348,33,740.200000,753.000000,12.800000,1,32,19.703556
seq_eth,349,28,741.000000,751.800000,10.800000,1,27,18.914479
seq_eth,350,34,743.400000,756.600000,13.200000,1,33,18.272178
seq_eth,351,28,743.800000,754.600000,10.800000,1,27,18.413837
seq_eth,352,30,743.800000,755.400000,11.600000,1,29,18.890920
seq_eth,353,35,743.800000,757.400000,13.600000,1,34,20.014644
seq_eth,354,27,745.800000,756.200000,10.400000,1,26,17.253910
seq_eth,355,34,745.800000,759.000000,13.200000,1,33,17.495777
seq_eth,356,27,749.400000,759.800000,10.400000,1,26,19.111678
seq_eth,357,61,749.400000,773.400000,24.000000,1,60,17.202928
seq_eth,358,61,749.400000,773.400000,24.000000,1,60,17.183157
seq_eth,359,34,749.400000,762.600000,13.200000,1,33,20.561977
seq_eth,360,24,761.400000,770.600000,9.200000,1,23,14.785810
seq_eth,361,24,761.400000,770.600000,9.200000,1,23,14.840036
seq_eth,362,23,762.600000,771.400000,8.800000,1,22,13.932155
seq_eth,363,25,762.600000,772.200000,9.600000,1,24,14.618620
seq_eth,364,24,764.200000,773.400000,9.200000,1,23,14.499949
seq_eth,365,24,764.200000,773.400000,9.200000,1,23,14.678068
seq_eth,366,24,764.200000,773.400000,9.200000,1,23,14.350175
seq_eth,367,20,765.800000,773.400000,7.600000,1,19,2.124261
seq_hotel,1,2,0.000000,0.400000,0.400000,1,1,0.684729
seq_hotel,2,2,0.000000,0.400000,0.400000,1,1,0.653177
seq_hotel,3,14,0.000000,5.200000,5.200000,1,13,7.788262
seq_hotel,4,8,0.000000,2.800000,2.800000,1,7,4.728763
seq_hotel,5,26,0.000000,10.000000,10.000000,1,25,0.019924
seq_hotel,6,26,0.000000,10.000000,10.000000,1,25,0.039885
seq_hotel,7,6,0.000000,2.000000,2.000000,1,5,1.532124
seq_hotel,8,26,0.000000,10.000000,10.000000,1,25,0.653651
seq_hotel,9,2,0.000000,0.400000,0.400000,1,1,0.627462
seq_hotel,10,2,0.000000,0.400000,0.400000,1,1,0.020533
seq_hotel,11,15,5.600000,11.200000,5.600000,1,14,12.041710
seq_hotel,12,19,5.600000,12.800000,7.200000,1,18,11.416493
seq_hotel,13,19,5.600000,12.800000,7.200000,1,18,12.118643
seq_hotel,14,12,6.800000,11.200000,4.400000,1,11,5.327595
seq_hotel,15,12,6.800000,11.200000,4.400000,1,11,5.213444
seq_hotel,16,12,6.800000,11.200000,4.400000,1,11,8.606932
seq_hotel,17,13,9.200000,14.000000,4.800000,1,12,9.901276
seq_hotel,18,13,9.200000,14.000000,4.800000,1,12,8.212561
seq_hotel,19,4,12.800000,14.000000,1.200000,1,3,1.353002
seq_hotel,20,19,16.400000,23.600000,7.200000,1,18,12.177931
seq_hotel,21,13,17.200000,22.000000,4.800000,1,12,8.758260
seq_hotel,23,14,18.800000,24.000000,5.200000,1,13,9.881920
seq_hotel,24,31,20.000000,32.000000,12.000000,1,30,10.871492
seq_hotel,25,31,20.000000,32.000000,12.000000,1,30,10.870205
seq_hotel,26,13,20.000000,24.800000,4.800000,1,12,5.967479
seq_hotel,27,13,21.200000,26.000000,4.800000,1,12,6.916204
seq_hotel,28,23,23.600000,32.400000,8.800000,1,22,9.194827
seq_hotel,29,9,28.800000,32.000000,3.200000,1,8,2.873037
seq_hotel,30,10,28.800000,32.400000,3.600000,1,9,0.000000
seq_hotel,31,9,34.800000,38.000000,3.200000,1,8,5.097498
seq_hotel,32,12,34.800000,39.200000,4.400000,1,11,7.366337
seq_hotel,33,5,38.000000,39.600000,1.600000,1,4,2.251633
seq_hotel,34,4,38.000000,39.200000,1.200000,1,3,0.000000
seq_hotel,35,4,38.400000,39.600000,1.200000,1,3,1.970320
seq_hotel,36,13,40.000000,44.800000,4.800000,1,12,7.107047
seq_hotel,37,9,40.000000,43.200000,3.200000,1,8,2.807705
seq_hotel,38,100,40.000000,79.600000,39.600000,1,99,1.534467
seq_hotel,39,8,40.400000,43.200000,2.800000,1,7,1.363297
seq_hotel,40,3,42.000000,42.800000,0.800000,1,2,0.000000
seq_hotel,41,6,42.000000,44.000000,2.000000,1,5,0.000000
seq_hotel,42,10,43.200000,46.800000,3.600000,1,9,4.191418
seq_hotel,43,4,45.600000,46.800000,1.200000,1,3,0.000000
seq_hotel,44,4,45.600000,46.800000,1.200000,1,3,0.000000
seq_hotel,45,14,45.600000,50.800000,5.200000,1,13,10.029301
seq_hotel,46,24,46.000000,55.200000,9.200000,1,23,0.000000
seq_hotel,47,24,46.000000,55.200000,9.200000,1,23,0.000000
seq_hotel,48,14,46.400000,51.600000,5.200000,1,13,8.221704
